,Unnamed: 0,callDateTime,priority,district,description,callNumber,incidentLocation,location
824,824,2015-07-13 18:47:00,High,WD,Traffic Stop,P151942694,3300 AUCHENTOROLY TE,"(39.3177639,-76.6476010)"
825,825,2015-07-13 18:46:00,Medium,NE,911/NO  VOICE,P151942695,5300 BELAIR RD,"(39.3388227,-76.5525450)"
826,826,2015-07-13 15:03:00,Medium,CD,911/NO  VOICE,P151941851,1400 DIVISION ST,"(39.3019897,-76.6306221)"
827,827,2015-07-13 15:03:00,Medium,SW,DISORDERLY,P151941852,2400 FREDERICK AV,"(39.2843269,-76.6546822)"
828,828,2015-07-13 14:43:00,Low,NW,OTHER,P151941853,2300 LIBERTY HEIGHTS AV,"(39.3185399,-76.6526596)"
829,829,2015-07-13 15:04:00,Medium,NE,911/NO  VOICE,P151941854,4300 HILLEN RD,"(39.3418475,-76.5873262)"
830,830,2015-07-13 15:04:00,Low,SW,HIT AND RUN,P151941855,S CATON AV/S HILTON ST,"(39.279585,-76.671672)"
831,831,2015-07-13 15:03:00,Medium,ND,911/NO  VOICE,P151941856,100 W 29TH ST,"(39.3231493,-76.6188892)"
832,832,2015-07-13 15:05:00,Medium,ND,911/NO  VOICE,P151941857,600 WYANOKE AV,"(39.3375680,-76.6073690)"
833,833,2015-07-13 15:04:00,Low,CD,LARCENCY,P151941858,100 E BALTIMORE ST,"(39.2895977,-76.6137560)"
834,834,2015-07-13 15:03:00,Low,CD,CLOSED CALL,P151941859,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
835,835,2015-07-13 15:04:00,Low,NE,DESTRUCT PROPTY,P151941860,4400 ARABIA AV,"(39.3388580,-76.5708030)"
836,836,2015-07-13 15:05:00,Low,NW,AUTO ACCIDENT,P151941861,3900 GREENSPRING AV,"(39.3355540,-76.6565660)"
837,837,2015-07-13 15:05:00,Low,ED,INVESTIAGTE,P151941862,1800 N PATTERSON PARK AV,"(39.3109903,-76.5858963)"
838,838,2015-07-13 15:04:00,Medium,SW,COMMON ASSAULT,P151941864,4300 SEMINOLE AV,"(39.2986710,-76.6941770)"
839,839,2015-07-13 15:03:00,Medium,ND,DISORDERLY,P151941865,W NORTHERN PY/FALLS RD,"(39.361279,-76.646186)"
840,840,2015-07-13 15:07:00,Medium,WD,911/NO  VOICE,P151941866,800 W FAIRMOUNT AV,"(39.2895147,-76.6292436)"
841,841,2015-07-13 15:09:00,Non-Emergency,CD,Foot  Patrol,P151941867,2000 MCCULLOH ST,"(39.3079919,-76.6348463)"
842,842,2015-07-13 15:09:00,Medium,NE,911/NO  VOICE,P151941868,1600 E BELVEDERE AV,"(39.3593040,-76.5860050)"
843,843,2015-07-13 15:08:00,Low,NE,LARCENCY,P151941869,2400 BELAIR RD,"(39.3189451,-76.5767775)"
844,844,2015-07-13 15:09:00,Medium,NW,MENTAL CASE,P151941870,3900 SEVEN MILE LN,"(39.3647655,-76.7112233)"
845,845,2015-07-13 15:10:00,Low,CD,INVESTIGATE,P151941872,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
846,846,2015-07-13 15:10:00,Low,SE,FALSE PRETENSE,P151941873,400 S BROADWAY,"(39.2865843,-76.5936503)"
847,847,2015-07-13 15:09:00,Medium,WD,BURGLARY,P151941874,2500 DRUID HILL AV,"(39.3132630,-76.6414209)"
848,848,2015-07-13 15:08:00,Low,WD,INVESTIGATE,P151941875,1400 W FRANKLIN ST,"(39.2941360,-76.6398652)"
849,849,2015-07-13 15:10:00,Medium,NW,COMMON ASSAULT,P151941876,4000 W GARRISON AV,"(39.3430589,-76.6811540)"
850,850,2015-07-13 15:08:00,Medium,NE,SUSPICIOUS PERS,P151941877,SIMMS AV/MORAVIA RD,"(39.334414,-76.563481)"
851,851,2015-07-13 15:11:00,Medium,SW,LYING IN STREET,P151941878,3000 W NORTH AV,"(39.3093320,-76.6677120)"
852,852,2015-07-13 15:11:00,Medium,SD,911/NO  VOICE,P151941879,3100 SUN ST,"(39.2392430,-76.5839070)"
853,853,2015-07-13 15:11:00,Medium,NE,911/NO  VOICE,P151941880,5300 MORAVIA RD,"(39.3229978,-76.5484210)"
854,854,2015-07-13 15:07:00,Low,ED,FOLLOW-UP,P151941881,E FEDERAL ST/N LUZERNE AV,"(39.309011,-76.581506)"
855,855,2015-07-13 15:12:00,Medium,SW,911/NO  VOICE,P151941882,4300 SEMINOLE AV,"(39.2986710,-76.6941770)"
856,856,2015-07-13 15:13:00,Low,CD,LARCENY F/AUTO,P151941883,2500 EUTAW PL,"(39.3148220,-76.6387300)"
857,857,2015-07-13 15:11:00,Medium,SW,911/NO  VOICE,P151941884,700 POPLAR GROVE ST,"(39.2956120,-76.6653450)"
858,858,2015-07-13 15:14:00,High,SE,RA POLICE,P151941885,100 N CLINTON ST,"(39.2935825,-76.5709720)"
859,859,2015-07-13 15:12:00,High,NW,SILENT ALARM,P151941886,3500 GREENSPRING AV,"(39.3303603,-76.6540807)"
860,860,2015-07-13 15:14:00,Non-Emergency,CD,Foot  Patrol,P151941887,E BALTIMORE ST/N CHARLES ST,"(39.289527,-76.615147)"
861,861,2015-07-13 15:12:00,Out of Service,NW,TOWED VEHICLE,P151941888,2300 LIBERTY HEIGHTS AV,"(39.3185399,-76.6526596)"
862,862,2015-07-13 15:09:00,Medium,ED,NARCOTICSOutside,P151941889,500 BLK E NORTH AV,"(39.3117140,-76.6093250)"
863,863,2015-07-13 15:13:00,Medium,SW,COMMON ASSAULT,P151941890,2800 RIGGS AV,"(39.3005720,-76.6636420)"
864,864,2015-07-13 15:13:00,Medium,NE,DISORDERLY,P151941891,2400 BELAIR RD,"(39.3189451,-76.5767775)"
865,865,2015-07-13 15:12:00,Low,ND,UNKNOWN TROUBLE,P151941892,4700 YORK RD,"(39.3462852,-76.6098814)"
866,866,2015-07-13 15:13:00,Medium,ED,NARCOTICSOutside,P151941893,2100 CLIFTWOOD AV,"(39.3138040,-76.5886300)"
867,867,2015-07-13 15:16:00,Medium,SD,AUTO THEFT,P151941894,600 BLK E PATAPSCO AV,"(39.2364800,-76.6020150)"
868,868,2015-07-13 15:04:00,Medium,NW,NARCOTICSOutside,P151941895,3700 BLK W BELVEDERE AV,"(39.3464230,-76.6805640)"
869,869,2015-07-13 15:15:00,Low,ND,AUTO ACCIDENT,P151941896,4300 BLK FALLS RD,"(39.3410600,-76.6398430)"
870,870,2015-07-13 15:16:00,Medium,CD,DISORDERLY,P151941897,0 BLK N CALVERT ST,"(39.2349210,-76.6113340)"
871,871,2015-07-13 15:15:00,Medium,NE,AUTO THEFT,P151941898,4300 MARBLE HALL RD,"(39.3423421,-76.5933418)"
872,872,2015-07-13 15:15:00,Low,ND,AUTO ACCIDENT,P151941900,FALLS RD/ROLAND HEIGHTS AV,"(39.341146,-76.639529)"
873,873,2015-07-13 15:17:00,Medium,NW,NARCOTICSOutside,P151941901,CORDELIA AV/HAYWARD AV,"(39.347192,-76.683068)"
874,874,2015-07-13 15:16:00,Medium,NE,BURGLARY,P151941902,3100 CLIFTMONT AV,"(39.3194706,-76.5755273)"
875,875,2015-07-13 15:18:00,Medium,CD,911/NO  VOICE,P151941903,300 LIGHT ST,"(39.2851556,-76.6140638)"
876,876,2015-07-13 15:18:00,High,SD,SILENT ALARM,P151941904,400 ARSAN AV,"(39.2399499,-76.6040079)"
877,877,2015-07-13 15:17:00,Medium,NE,911/NO  VOICE,P151941905,5800 HARFORD RD,"(39.3554854,-76.5591859)"
878,878,2015-07-13 15:16:00,Low,TRU,DESTRUCT PROPTY,P151941906,0 CROSS KEYS RD,"(39.3522252,-76.6437615)"
879,879,2015-07-13 15:17:00,Medium,NE,NARCOTICSOutside,P151941907,1700 BLK HOMESTEAD ST,"(39.3204885,-76.5945596)"
880,880,2015-07-13 15:16:00,Low,ND,AUTO ACCIDENT,P151941908,FALLS RD/ROLAND HEIGHTS AV,"(39.341146,-76.639529)"
881,881,2015-07-13 15:20:00,Medium,CD,911/NO  VOICE,P151941909,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
882,882,2015-07-13 15:19:00,High,ED,ARMED PERSON,P151941910,AISQUITH ST/E OLIVER ST,"(39.307174,-76.602344)"
883,883,2015-07-13 15:18:00,Medium,NW,COMMON ASSAULT,P151941913,5200 ST CHARLES AV,"(39.3443779,-76.6830007)"
884,884,2015-07-13 15:21:00,Medium,NE,911/NO  VOICE,P151941914,2800 EDISON HY,"(39.3159715,-76.5735213)"
885,885,2015-07-13 15:20:00,Medium,NW,NARCOTICSOutside,P151941915,3300 BLK SPAULDING AV,"(39.3476065,-76.6759414)"
886,886,2015-07-13 15:18:00,Medium,ND,BURGLARY,P151941916,300 E 31ST ST,"(39.3262510,-76.6128440)"
887,887,2015-07-13 15:21:00,Medium,NW,911/NO  VOICE,P151941917,3800 W BELVEDERE AV,"(39.3452130,-76.6825420)"
888,888,2015-07-13 15:21:00,Medium,ED,INJURED PERSON,P151941918,2300 BLK E FEDERAL ST,"(39.3090920,-76.5853340)"
889,889,2015-07-13 15:17:00,Medium,SD,911/NO  VOICE,P151941919,200 FRANKFURST AV,"(39.2428780,-76.6030780)"
890,890,2015-07-13 15:23:00,Medium,ND,INJURED PERSON,P151941920,500 GLENWOOD AV,"(39.3542400,-76.6092690)"
891,891,2015-07-13 15:20:00,Medium,SE,SUSPICIOUS PERS,P151941921,3200 EASTERN AV,"(39.2866780,-76.5713550)"
892,892,2015-07-13 15:21:00,Medium,CD,DISABLED VEH,P151941922,S PRESIDENT ST/E LOMBARD ST,"(39.288203,-76.604966)"
893,893,2015-07-13 15:12:00,Low,SE,INVESTIGATE,P151941923,100 KANE ST,"(39.2928838,-76.5377918)"
894,894,2015-07-13 15:20:00,High,SW,CUTTING,P151941924,4300 SEMINOLE AV,"(39.2986710,-76.6941770)"
895,895,2015-07-13 15:21:00,Low,NW,DESTRUCT PROPTY,P151941925,5300 DENMORE AV,"(39.3492500,-76.6799468)"
896,896,2015-07-13 15:24:00,Medium,CD,COMMON ASSAULT,P151941926,300 W LEXINGTON ST,"(39.2919659,-76.6203816)"
897,897,2015-07-13 15:24:00,Medium,CD,911/NO  VOICE,P151941927,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
898,898,2015-07-13 15:24:00,Medium,SD,911/NO  VOICE,P151941929,3100 SUN ST,"(39.2392430,-76.5839070)"
899,899,2015-07-13 15:23:00,Low,CD,ASST,P151941930,N HOWARD ST/W LEXINGTON ST,"(39.291539,-76.619570)"
900,900,2015-07-13 15:21:00,Low,SW,AUTO ACCIDENT,P151941931,100 UPMANOR RD,"(39.2875650,-76.6902240)"
901,901,2015-07-13 15:21:00,High,ND,SILENT ALARM,P151941932,300 WOODBOURNE AV,"(39.3544830,-76.6122260)"
902,902,2015-07-13 15:20:00,High,NW,AGGRAV ASSAULT,P151941933,4800 CORDELIA AV,"(39.3422496,-76.6782145)"
903,903,2015-07-13 15:22:00,Medium,ND,MENTAL CASE,P151941935,2400 W BELVEDERE AV,"(39.3549016,-76.6622292)"
904,904,2015-07-13 15:23:00,Low,SD,OTHER,P151941936,100 W TALBOTT ST,"(39.2368563,-76.6134787)"
905,905,2015-07-13 15:26:00,Low,SE,DEPT ACCIDENT,P151941937,100,"(39.3810499,-76.6572571)"
906,906,2015-07-13 15:26:00,Medium,SW,911/NO  VOICE,P151941938,3200 W NORTH AV,"(39.3091980,-76.6711410)"
907,907,2015-07-13 15:27:00,High,WD,Traffic Stop,P151941939,N MONROE ST/EDMONDSON AV,"(39.295151,-76.647315)"
908,908,2015-07-13 15:27:00,High,SD,Field Interview,P151941940,WICOMICO ST/S MONROE ST,"(39.272290,-76.638301)"
909,909,2015-07-13 15:24:00,Low,ED,LARCENCY,P151941941,2800 E CHASE ST,"(39.3040319,-76.5782220)"
910,910,2015-07-13 15:27:00,Non-Emergency,SE,Repairs/Service,P151941942,BIDDLE STREET,"(39.305393,-76.564819)"
911,911,2015-07-13 15:26:00,Non-Emergency,ND,PRKG COMPLAINT,P151941943,300 W 31ST ST,"(39.3239513,-76.6241755)"
912,912,2015-07-13 15:26:00,Low,CD,DESTRUCT PROPTY,P151941944,900 DRUID PARK LAKE DR,"(39.3169600,-76.6361670)"
913,913,2015-07-13 15:28:00,High,WD,Field Interview,P151941945,800 BLK W LEXINGTON ST,"(39.2911358,-76.6301052)"
914,914,2015-07-13 15:17:00,Non-Emergency,NW,INVESTIGATE AUTO,P151941946,W STRATHMORE AV/HOPETON AV,"(39.355973,-76.696517)"
915,915,2015-07-13 15:28:00,Medium,NW,911/NO  VOICE,P151941947,3000 DRUID PARK DR,"(39.3238608,-76.6610767)"
916,916,2015-07-13 15:30:00,Non-Emergency,WD,Foot  Patrol,P151941948,N CALHOUN ST/MOSHER ST,"(39.300072,-76.640189)"
917,917,2015-07-13 15:27:00,Medium,SE,911/NO  VOICE,P151941950,1300 THAMES ST,"(39.2794150,-76.5969080)"
918,918,2015-07-13 15:30:00,High,SE,Traffic Stop,P151941951,BOSTON ST/BROENING HY,"(39.277958,-76.543733)"
919,919,2015-07-13 15:30:00,Medium,ED,LYING IN STREET,P151941952,1400 BLK E EAGER ST,"(39.3016815,-76.5993385)"
920,920,2015-07-13 15:27:00,Medium,ED,911/NO  VOICE,P151941953,1400 E EAGER ST,"(39.3016815,-76.5993385)"
921,921,2015-07-13 15:29:00,Medium,SW,INV,P151941955,1700 SPENCE ST,"(39.2694740,-76.6524860)"
922,922,2015-07-13 15:28:00,Medium,NW,911/NO  VOICE,P151941956,2700 BOARMAN AV,"(39.3387644,-76.6658154)"
923,923,2015-07-13 15:26:00,Low,SD,LARCENCY,P151941957,4500 CURTIS AV,"(39.2253750,-76.5868408)"
924,924,2015-07-13 15:28:00,Medium,WD,AUTO ACCIDENT,P151941958,1900 W LAFAYETTE AV,"(39.2989270,-76.6478560)"
925,925,2015-07-13 15:32:00,Non-Emergency,SE,RECOVER PROPERTY,P151941959,3300 E FAYETTE ST,"(39.2950660,-76.5708960)"
926,926,2015-07-13 15:30:00,Low,SW,EXPARTE,P151941960,3100 WESTMONT CT,"(39.3014713,-76.6698256)"
927,927,2015-07-13 15:31:00,Non-Emergency,ND,Private Tow,P151941961,2000 MARYLAND AV,"(39.3126394,-76.6186925)"
928,928,2015-07-13 15:27:00,Low,SD,BIKE LARCENY,P151941962,1900 S CHARLES ST,"(39.2678829,-76.6141695)"
929,929,2015-07-13 15:32:00,Non-Emergency,ED,RECOVER PROPERTY,P151941963,1200 E OLIVER ST,"(39.3071893,-76.6023092)"
930,930,2015-07-13 15:31:00,Low,SW,TRAFFIC CONTROL,P151941964,LYNDHURST ST/EDMONDSON AV,"(39.293873,-76.681204)"
931,931,2015-07-13 15:31:00,Medium,WD,AUTO THEFT,P151941965,800 N CALHOUN ST,"(39.2978344,-76.6400720)"
932,932,2015-07-13 15:32:00,Medium,CD,911/NO  VOICE,P151941966,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
933,933,2015-07-13 15:32:00,Medium,SD,911/NO  VOICE,P151941967,200 FRANKFURST AV,"(39.2428780,-76.6030780)"
934,934,2015-07-13 15:32:00,Low,NE,LARCENCY,P151941968,2400 BELAIR RD,"(39.3189451,-76.5767775)"
935,935,2015-07-14 10:07:00,Low,NE,AUTO ACCIDENT,P151950857,4000 BLK RAYMONN AV,"(39.3177949,-76.5585180)"
936,936,2015-07-14 10:08:00,Non-Emergency,SD,Repairs/Service,P151950859,100,"(39.3810499,-76.6572571)"
937,937,2015-07-14 10:07:00,High,SW,SILENT ALARM,P151950860,3400 CLIFTON AV,"(39.3110308,-76.6742225)"
938,938,2015-07-14 10:09:00,Non-Emergency,SD,ILL/DUMP IN PROG,P151950861,1600 BLK S HANOVER ST,"(39.2714015,-76.6154765)"
939,939,2015-07-13 15:38:00,High,NW,ARMED PERSON,P151941991,3800 LIBERTY HEIGHTS AV,"(39.3273370,-76.6811980)"
940,940,2015-07-13 15:41:00,Medium,SE,911/NO  VOICE,P151941992,100 N LUZERNE AV,"(39.2932710,-76.5807600)"
941,941,2015-07-13 15:42:00,Medium,CW,Lab Request,P151941993,3300 W GARRISON AV,"(39.3467220,-76.6748285)"
942,942,2015-07-13 15:38:00,High,ND,ROBBERY ARMED,P151941994,1100 RAMBLEWOOD RD,"(39.3629890,-76.5953420)"
943,943,2015-07-13 15:43:00,Non-Emergency,NE,Repairs/Service,P151941995,NORTHEAST SUBSTATION,"(39.341597,-76.609494)"
944,944,2015-07-13 15:42:00,Medium,CD,911/NO  VOICE,P151941996,0 N GREENE ST,"(39.2892172,-76.6236974)"
945,945,2015-07-13 15:42:00,Non-Emergency,SE,LOUD MUSIC,P151941997,2000 SPARK CT,"(39.2872174,-76.5888755)"
946,946,2015-07-13 15:42:00,Medium,WD,NARCOTICSOutside,P151941998,2200 W LANVALE ST,"(39.2972540,-76.6525670)"
947,947,2015-07-13 15:43:00,Medium,SE,911/NO  VOICE,P151941999,1600 EASTERN AV,"(39.2856358,-76.5951013)"
948,948,2015-07-13 15:43:00,Low,CD,ELOPEMENT,P151942001,0 S GREENE ST,"(39.2885206,-76.6236639)"
949,949,2015-07-13 15:43:00,High,ND,SILENT ALARM,P151942003,2300 HUNTER ST,"(39.3157690,-76.6135420)"
950,950,2015-07-13 15:41:00,Non-Emergency,WD,Private Tow,P151942004,1500 W FAYETTE ST,"(39.2899075,-76.6412028)"
951,951,2015-07-13 15:46:00,Medium,NE,911/NO  VOICE,P151942005,5200 PERRING PY,"(39.2903848,-76.6121893)"
952,952,2015-07-13 15:45:00,Medium,SD,911/NO  VOICE,P151942006,2100 RUSSELL ST,"(39.2721271,-76.6304488)"
953,953,2015-07-13 15:43:00,Non-Emergency,SS,SUPV COMPLAINT,P151942007,EDMONDSON AV/LYNDHURST ST,"(39.293767,-76.680634)"
954,954,2015-07-13 15:47:00,High,ND,AGGRAV ASSAULT,P151942008,2400 N CALVERT ST,"(39.3164612,-76.6141355)"
955,955,2015-07-13 15:47:00,Medium,SW,911/NO  VOICE,P151942009,500 N ATHOL AV,"(39.2923579,-76.6893446)"
956,956,2015-07-13 15:40:00,Medium,NE,DISORDERLY,P151942010,3800 ELKADER RD,"(39.3341258,-76.6030608)"
957,957,2015-07-13 15:48:00,Medium,ED,911/NO  VOICE,P151942011,1200 E NORTH AV,"(39.3120262,-76.6021057)"
958,958,2015-07-13 15:46:00,Medium,ND,COMMON ASSAULT,P151942012,2400 N CALVERT ST,"(39.3164612,-76.6141355)"
959,959,2015-07-13 15:48:00,Low,WD,AUTO ACCIDENT,P151942014,W MULBERRY ST/N MONROE ST,"(39.292930,-76.647196)"
960,960,2015-07-13 15:49:00,Non-Emergency,NE,Repairs/Service,P151942015,100,"(39.3810499,-76.6572571)"
961,961,2015-07-13 15:45:00,Medium,ED,CHK WELL BEING,P151942017,3700 PULASKI HY,"(39.2967530,-76.5665990)"
962,962,2015-07-13 15:48:00,Medium,SW,911/NO  VOICE,P151942018,700 POPLAR GROVE ST,"(39.2956120,-76.6653450)"
963,963,2015-07-13 15:48:00,Medium,CD,NARCOTICSOutside,P151942019,200,"(39.2912379,-76.6124711)"
964,964,2015-07-13 15:48:00,Low,NW,OTHER,P151942020,3700 GARRISON BL,"(39.3306180,-76.6828740)"
965,965,2015-07-13 15:46:00,High,WD,AUTO ACC/INJURY,P151942021,N MONROE ST/W MULBERRY ST,"(39.292930,-76.647196)"
966,966,2015-07-13 15:50:00,High,NE,SILENT ALARM,P151942022,2400 KENTUCKY AV,"(39.3284970,-76.5777300)"
967,967,2015-07-13 15:48:00,Low,NW,LARCENCY,P151942023,6500 REISTERSTOWN RD,"(39.3554922,-76.7045805)"
968,968,2015-07-13 15:50:00,Medium,SE,911/NO  VOICE,P151942024,1000-100 EASTERN AV,"(39.2855160,-76.6001950)"
969,969,2015-07-13 15:50:00,Medium,ND,DISORDERLY,P151942025,W NORTHERN PY/FALLS RD,"(39.361279,-76.646186)"
970,970,2015-07-13 15:52:00,Low,WD,WANTED ON WARR,P151942026,100 BLK N FULTON AV,"(39.2895849,-76.6452986)"
971,971,2015-07-13 15:53:00,Medium,ED,911/NO  VOICE,P151942027,500 E PRESTON ST,"(39.3048077,-76.6092968)"
972,972,2015-07-13 15:51:00,Medium,NE,DISORDERLY,P151942028,6900 CHAMBERS RD,"(39.3693560,-76.5585310)"
973,973,2015-07-13 15:54:00,Non-Emergency,CD,Foot  Patrol,P151942029,1500 MYRTLE AV,"(39.3006058,-76.6348006)"
974,974,2015-07-13 15:53:00,Medium,ED,911/NO  VOICE,P151942030,2200 GREENMOUNT AV,"(39.3148730,-76.6097500)"
975,975,2015-07-13 15:53:00,Medium,WD,DISORDERLY,P151942031,200 BLK N CALHOUN ST,"(39.2908340,-76.6396949)"
976,976,2015-07-13 15:53:00,Medium,CD,SUSPICIOUS PERS,P151942032,WHITELOCK ST/LINDEN AV,"(39.313850,-76.635576)"
977,977,2015-07-13 15:49:00,Low,SE,GET BELONGINGS,P151942033,6500 O'DONNELL ST,"(39.2818908,-76.5368712)"
978,978,2015-07-13 15:53:00,Medium,NW,COMMON ASSAULT,P151942034,5200 ST CHARLES AV,"(39.3443779,-76.6830007)"
979,979,2015-07-13 15:55:00,Medium,SW,DISORDERLY,P151942035,400 FONTHILL AV,"(39.2791793,-76.6633841)"
980,980,2015-07-13 15:54:00,Non-Emergency,ND,INVESTIGATE AUTO,P151942036,WHITRIDGE AV/GUILFORD AV,"(39.321434,-76.613081)"
981,981,2015-07-13 15:53:00,Medium,NE,BURGLARY,P151942038,5600 REMMELL AV,"(39.3447739,-76.5502326)"
982,982,2015-07-13 15:57:00,Medium,SD,911/NO  VOICE,P151942039,2100 RUSSELL ST,"(39.2721271,-76.6304488)"
983,983,2015-07-13 15:57:00,Medium,ED,DISORDERLY,P151942040,BELAIR RD/E NORTH AV,"(39.312602,-76.584042)"
984,984,2015-07-13 15:57:00,Medium,ED,911/NO  VOICE,P151942042,1000 EDISON HY,"(39.3029101,-76.5728709)"
985,985,2015-07-13 15:53:00,Medium,WD,NARCOTICSOutside,P151942043,W LEXINGTON ST/N FULTON AV,"(39.290622,-76.645333)"
986,986,2015-07-13 15:57:00,Medium,NE,BURGLARY,P151942044,5600 REMMELL AV,"(39.3447739,-76.5502326)"
987,987,2015-07-13 15:57:00,Medium,NE,911/NO  VOICE,P151942045,1700 E 30TH ST,"(39.3255630,-76.5918200)"
988,988,2015-07-13 15:59:00,Non-Emergency,WD,Tow - DO NOT USE,P151942046,900 W FAYETTE ST,"(39.2901370,-76.6323620)"
989,989,2015-07-13 15:59:00,Medium,ND,911/NO  VOICE,P151942047,100 W 29TH ST,"(39.3231493,-76.6188892)"
990,990,2015-07-13 15:57:00,Medium,SD,SUSPICIOUS PERS,P151942048,1000 S CHARLES ST,"(39.2776409,-76.6146601)"
991,991,2015-07-13 15:58:00,Low,SW,AUTO ACCIDENT,P151942049,2300 WASHINGTON BL,"(39.2695667,-76.6493895)"
992,992,2015-07-13 15:58:00,Low,NW,FALSE PRETENSE,P151942050,3700 BEEHLER AV,"(39.3427198,-76.6753564)"
993,993,2015-07-13 16:00:00,Low,SD,AUTO ACCIDENT,P151942051,W OSTEND ST/RIDGELY ST,"(39.277118,-76.626695)"
994,994,2015-07-13 15:59:00,Low,NW,CHK WELL BEING,P151942052,3000 FALLSTAFF RD,"(39.3693670,-76.6915461)"
995,995,2015-07-13 15:59:00,Medium,NE,DWI,P151942053,BELAIR RD/WOODLEA AV,"(39.334406,-76.556957)"
996,996,2015-07-13 16:02:00,High,SW,Field Interview,P151942054,3100 BLK WESTMONT CT,"(39.3021062,-76.6688522)"
997,997,2015-07-13 15:57:00,Medium,SE,DISORDERLY,P151942055,1700 FLEET ST,"(39.2845740,-76.5934854)"
998,998,2015-07-13 16:01:00,Medium,NE,911/NO  VOICE,P151942056,2500 1/2 HARFORD RD,"(39.317209,-76.594969)"
999,999,2015-07-13 16:01:00,Medium,NE,BURGLARY,P151942057,5500 TODD AV,"(39.3327516,-76.5392249)"
